codigo_ibge,nome,uf,url_prefeitura
3522307,Itapetininga,SP,https://www.itapetininga.sp.gov.br
3555000,Tupã,SP,https://www.tupa.sp.gov.br
3509254,Cajati,SP,https://www.cajati.sp.gov.br
